objectID,title,period,dynasty,reign,objectDate,objectBeginDate,objectEndDate,medium,dimensions,classification,country,region,city,tags
551381,Heart Amulet,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,"Glass, variegated",H. 1.8 cm (11/16 in),,Egypt,"Upper Egypt, Thebes",,
551247,Knife,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Bronze,L. 14.5 cm (5 11/16 in),,Egypt,"Upper Egypt, Thebes",,
551391,Wedjat Eye Amulet,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,L. 1.5 cm (9/16 in),,Egypt,"Upper Egypt, Thebes",,
551245,DIsh,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Limestone,"H. 4 cm (1 9/16 in), Diam. 14 cm (5 1/2 in)",,Egypt,"Upper Egypt, Thebes",,
551259,String of Ball Beads,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Red carnelian,L. 14 cm (5 1/2 in),,Egypt,"Upper Egypt, Thebes",,
551388,String of 46 Cowroids Inscribed with Various Hieroglyphs,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,L. 6.5 cm ( 2 9/16 in),,Egypt,"Upper Egypt, Thebes",,
551262,Jewelry element in the shape of a star,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,H. 1.7 cm (11/16 in),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Stars', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300387654', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q25962599'}]"
551386,Ring Fragment,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,"Faience, pale violet",L. 1.8 cm (11/16 in),,Egypt,"Upper Egypt, Thebes",,
551240,String of Barrel Beads,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,"Onyx, Glass",L. 24 cm (9 7/16 in),,Egypt,"Upper Egypt, Thebes",,
551378,Plaque,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Glass,L. 0.8 cm (5/16 in),,Egypt,"Upper Egypt, Thebes",,
551377,Crescent Moon Amulet,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,H. 2.7 cm (11/16 in),,Egypt,"Upper Egypt, Thebes",,
551267,Seven Amulets on a String of Beads,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,L. of strand 19.5 cm (7 1/2 in.); L of crocodile amulet 3 cm (1 3/16 in.),,Egypt,"Upper Egypt, Thebes",,
551375,"Amulet of the Word ""Establish""",New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,H. 1.4 cm (9/16 in),,Egypt,"Upper Egypt, Thebes",,
551373,Shu Amulet,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,H. 1.4 cm (9/16 in),,Egypt,"Upper Egypt, Thebes",,
551376,Sa Amulet,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,H. 1.4 cm (9/16 in),,Egypt,"Upper Egypt, Thebes",,
551380,Pomegranate Pendant,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Glass,L. 2.5 cm (1 in),,Egypt,"Upper Egypt, Thebes",,
551264,Fragment of a Dish,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,"H. 5.1cm (2 in), w. 4.7 cm (1 7/8 in)",,Egypt,"Upper Egypt, Thebes",,
551266,Bottom of Kohl Tube,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,H. 3 cm (1 3/16 in),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Cosmetic Containers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300197583', 'Wikidata_URL': None}]"
551379,Rosette Pendant,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,Diam. 1.1 cm (7/16 in),,Egypt,"Upper Egypt, Thebes",,
551384,Sacred Eye Ring,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Green faience,diam. 2.2 cm (7/8 in),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Eyes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300400484', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q7364'}]"
551270,Fragment of Jar Lid,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,"H. 4.5 cm (1 3/4 in), w. 3.5 cm (1 3/8 in)",,Egypt,"Upper Egypt, Thebes",,
551244,Small Bowl or Cup,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Indurated limestone,"H. 2.5 cm (1 in), Diam. 7 cm (2 3/4 in)",,Egypt,"Upper Egypt, Thebes",,
551263,Amulet: Hathor Head,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Glass,H. 1.2 × W. 0.8 cm (1/2 × 5/16 in.),,Egypt,"Upper Egypt, Thebes",,
551260,Tweezers,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Bronze,L. 4.8 (1 7/8 in),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Cosmetic Tools', 'AAT_URL': None, 'Wikidata_URL': None}]"
551271,Fragment of Vase,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,"L. 4.2 cm (1 5/8 in), w. 2 cm (13/16 in)",,Egypt,"Upper Egypt, Thebes",,
551390,Cowroid Seal Amulet Inscribed with a Rosette,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,"Mica schist, glazed",Diam. 1.3 cm (1/2 in),,Egypt,"Upper Egypt, Thebes",,
551242,Mold for Ring or Pendant,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Pottery,,,Egypt,"Upper Egypt, Thebes",,
551256,Mold for Figure of Bird,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Limestone,"H. 7.3 cm (2 7/8 in), w. 8 cm (3 1/8 in), th. 1.5 cm (9/16 in)",,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Birds', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266506', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5113'}]"
551392,Ring Fragment Inscribed with an Ankh,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,L. 1.8 cm (11/ 16 in),,Egypt,"Upper Egypt, Thebes",,
551272,Fragments of a Dish,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Glass,"L. 2.2 cm (7/8 in), w. 0.7 cm (1/4 in), original diam. 7 cm (2 3/4 in)",,Egypt,"Upper Egypt, Thebes",,
551243,Jar,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Indurated limestone,H. 10 cm (3 15/16 in),,Egypt,"Upper Egypt, Thebes",,
551393,Amulet: Taweret,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,"Mottled glass, blue and white",H. 2.4 × W. 1.3 cm (15/16 × 1/2 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Taweret', 'AAT_URL': None, 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q207435'}]"
551416,Scarab Inscribed with a Geometric Pattern,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Mica schist,L. 1.5 cm (9/16 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Scarabs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300230813', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2442735'}]"
551460,Ring Fragment Decorated with a Floral Design,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,"Faience, dark blue",L. 1.6 cm (5/8 in),,Egypt,"Upper Egypt, Thebes",,
551439,Cowroid Stamp Seal with a Nefer Hieroglyph on the Base,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,L. 1.5 cm (9/16 in),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Hieroglyphs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028721', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q193762'}]"
551454,"Ring Fragment, sacred eye",New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Violet and white faience,l. 2.1 cm (13/16 in),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Eyes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300400484', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q7364'}]"
551456,Ring Fragment,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,"Faience, blue",L. 2 cm (13/16 in),,Egypt,"Upper Egypt, Thebes",,
551411,Scarab Inscribed for Amenhotep III,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,"Mica schist, glazed",L. 1.7 cm (11/16 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Hieroglyphs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028721', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q193762'}, {'term': 'Scarabs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300230813', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2442735'}]"
551404,Lotus Petal Pendant,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,L. 2.7cm ( 1 1/16 in),,Egypt,"Upper Egypt, Thebes",,
551430,Seal Amulet in the Shape of a Cowry Shell,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,L. 1 cm (3/8 in.),,Egypt,"Upper Egypt, Thebes",,
551405,Scarab Inscribed with a Crouching Ibex,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Steatite,L. 1.4 cm (9/16 in),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Ibex', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250124', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q951220'}]"
551401,Bead in the Form of a Bunch of Grapes,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,L. 2.5 cm (1 in),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Grapes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300379338', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10978'}]"
551403,Leaf Pendant,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,L. 2.5 cm (1 in),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Leaves', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300011892', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q33971'}]"
551424,Scarab Inscribed with an Ankh,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,L. 0.8 cm (5/16 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Scarabs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300230813', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2442735'}, {'term': 'Ankh', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300010045', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q180439'}]"
551461,Fragment of a Floral Ring,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,"Faience, Blue, green",L. 1.5 cm (9/16 in),,Egypt,"Upper Egypt, Thebes",,
551437,Cowroid Stamp Seal Inscribed with the Throne Name of Amenhotep III,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,L. 2.1 cm (13/16 in),,Egypt,"Upper Egypt, Thebes",,
551428,Seal Amulet Decorated with a Hippopotamus,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,White mica schist,L: 1.4 cm (9/16 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Hippos', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300258403', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q34505'}]"
551457,Ring Fragment with ankh,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,"Faience, blue",L. 1.3 cm (1/2 in),,Egypt,"Upper Egypt, Thebes",,
551397,Bes Amulet,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,"Faience, blue",H. 1.4 cm (9/16 in),,Egypt,"Upper Egypt, Thebes",,
551433,Frog Seal Amulet with a Sa Hieroglyph on the Base,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,L. 1.3 cm (1/2 in),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Hieroglyphs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028721', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q193762'}, {'term': 'Frogs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250018', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3116510'}]"
551414,Scarab Inscribed with S-Shaped Spirals,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,"Steatite, glazed",L. 1.8 cm (11/16 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Scarabs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300230813', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2442735'}]"
551399,Date Pendant,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,L. 1.7 cm (11/16 in),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Fruit', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300011868', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q1364'}]"
551396,Carpenter's Chisel,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Bronze or copper alloy,L. 11 cm (4 5/16 in),,Egypt,"Upper Egypt, Thebes",,
551458,Ring Fragment,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,"Faience, violet",L. 1.5 cm (9/16 in),,Egypt,"Upper Egypt, Thebes",,
551412,Scarab Inscribed for Amenhotep III,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,L. 1.6 cm (5/8 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Cartouches', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300010256', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q368205'}, {'term': 'Hieroglyphs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028721', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q193762'}, {'term': 'Scarabs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300230813', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2442735'}]"
551451,Fragment of a Wedjat Eye Ring,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,l. 2 cm ( 13/16 in),,Egypt,"Upper Egypt, Thebes",,
551395,Leatherworker's Awl Point,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Bronze or copper alloy,L. 5.3 cm (2 1/16 in),,Egypt,"Upper Egypt, Thebes",,
551450,Ring fragment with part of the name Sitamun,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,"Faience, apple green",L. 0.9 cm (3/8 in),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Hieroglyphs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028721', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q193762'}]"
551418,Scarab Inscribed with the Horus Falcon and Uraeus,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Mica schist,L. 1.4 cm (9/16 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Horus', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901001076', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q84122'}, {'term': 'Scarabs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300230813', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2442735'}]"
551448,Ring with Cartouche of Amenhotep III,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,"Faience, blue",Diam. 2.3 cm (7/8 in),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Cartouches', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300010256', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q368205'}, {'term': 'Hieroglyphs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028721', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q193762'}]"
551440,Cowroid Stamp Seal with a Maat Feather Inscribed on the Base,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,L. 1.5 cm (9/16 in),,Egypt,"Upper Egypt, Thebes",,
551452,Sacred Eye Ring,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Dark violet and white faience,diam. 2 cm (13/16 in),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Eyes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300400484', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q7364'}]"
551402,Daisy Pendant,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,Diam. 1.4cm (9/16 in),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Daisies', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300375557', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q26158'}]"
551447,Ring Inscribed with the Throne Name of Amenhotep III,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,Diam. 2.4 cm (15/16 in),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Hieroglyphs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028721', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q193762'}]"
551400,Bead in the Form of a Bunch of Grapes,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,L. 2.1 cm (13/16 in),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Grapes', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300379338', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10978'}]"
551419,Scarab Inscribed with the Throne Name of Thutmose III,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,L. 1.3 cm (1/2 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Scarabs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300230813', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2442735'}]"
551455,Ring Inscribed with the Hieroglyphs Nefer Maat,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,Diam. 2.5 cm (1 in),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Hieroglyphs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028721', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q193762'}]"
551407,Scarab with the Throne Name of Amenhotep III,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,White talc,L. 1.6 cm (5/8 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Hieroglyphs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028721', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q193762'}, {'term': 'Scarabs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300230813', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2442735'}]"
551449,Ring Inscribed Amenhotep Ruler of Thebes,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,L. 2.3 cm (7/8 in),,Egypt,"Upper Egypt, Thebes",,
551427,Scarab With a Nefer Hieroglyph,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,"Faience, Blue",L. 0.8 cm (5/16 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Hieroglyphs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028721', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q193762'}, {'term': 'Scarabs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300230813', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2442735'}]"
551426,Scarab with a Nefer Hieroglyph,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,L. .9 cm (3/8 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Hieroglyphs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028721', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q193762'}, {'term': 'Scarabs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300230813', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2442735'}]"
551406,Uninscribed Scarab,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Quartz,L. 1.6 cm (5/8 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Scarabs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300230813', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2442735'}]"
551408,Scarab with the Throne Name of Amenhotep III,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,"Mica schist, glazed",L. 1.7 cm (11/16 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Hieroglyphs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028721', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q193762'}, {'term': 'Scarabs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300230813', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2442735'}]"
551421,Scarab Inscribed with the Throne Name of Amenhotep III,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,L: 1.6 cm (5/8 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Scarabs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300230813', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2442735'}]"
551446,"Pierced Ring, Prenomen of Amenhotep III",New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,"Faience, blue",Diam. 2.2 cm (7/8 in),,Egypt,"Upper Egypt, Thebes",,
551422,Scarab Inscribed with a Maat Feather,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,L. 1 cm (3/8 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Scarabs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300230813', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q2442735'}]"
551409,Plaque Inscribed With the Names of Amenhotep III,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,"Mica schist, glazed",L. 1.7 cm (11/16 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Hieroglyphs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028721', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q193762'}]"
551435,Frog Seal Amulet with the Hieroglyphs Nefer and Maat on the Base,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,L. 1.1 cm (7/16 in),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Hieroglyphs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028721', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q193762'}, {'term': 'Frogs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250018', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3116510'}]"
551431,Frog Seal Amulet with a Sa Hieroglyph on the Base,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,L. 0.9 cm (3/8 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Hieroglyphs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028721', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q193762'}, {'term': 'Frogs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250018', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3116510'}]"
551459,Ring Bezel Decorated with a Rosette,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,Diam. 1.6 cm (5/8 in),,Egypt,"Upper Egypt, Thebes",,
551540,Daisy Bead,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,Diam. 1.4 cm (9/16 in),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Daisies', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300375557', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q26158'}]"
551482,Wedjat Eye Amulet,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,L. 1.2 cm (1/2 in),,Egypt,"Upper Egypt, Thebes",,
551528,Daisy Pendant,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Faience,Diam. 2.6 cm (1 in),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Daisies', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300375557', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q26158'}]"
551466,"Ring, Prenomen of Amenhotep III",New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Copper,Diam. 2.2 cm (7/8 in),,Egypt,"Upper Egypt, Thebes",,
