objectID,title,period,dynasty,reign,objectDate,objectBeginDate,objectEndDate,medium,dimensions,classification,country,region,city,tags
557623,Women at a Banquet,Twentieth Century; original New Kingdom,Dynasty 18,reign of Thutmose III–early Amenhotep II,A.D. 1925; original ca. 1479–1425 B.C.,-1479,-1425,Tempera on paper,"Image: H. 47.5 × W. 66.5 cm (18 11/16 × 26 3/16 in.), scale 1:1; Framed: 51.1 × 70.2 cm (20 1/8 × 27 5/8 in.)",,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Drink-and-Be-Merry', 'AAT_URL': None, 'Wikidata_URL': None}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}, {'term': 'Rekhmire-Exhibition', 'AAT_URL': None, 'Wikidata_URL': None}]"
557688,A Barber at Work and Men Waiting Their Turn,Twentieth Century; original New Kingdom,Dynasty 18,reign of Amenhotep II,A.D. 1922; original ca. 1427–1400 B.C.,-1427,-1400,Tempera on paper,Facsimile: H. 45 × W. 73 cm (17 11/16 × 28 3/4 in.); Scale: 1:1; Frame: H. 48.5 × W. 76.2 cm (19 1/8 × 30 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}]"
544600,"Foreigners, Tomb of Menkheperraseneb",Twentieth Century; original New Kingdom,Dynasty 18,reign of Thutmose III,A.D. 1925; original ca. 1479–1425 B.C.,-1479,-1425,Tempera on paper,H. 46 × W. 42 cm (18 1/8 × 16 9/16 in.); scale 1:1; framed: H. 49.7 × W. 45 cm (19 9/16 × 17 11/16 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Hieroglyphs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028721', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q193762'}]"
544640,"Carpenter Making a Chair, Tomb of Rekhmire",New Kingdom,Dynasty 18,reign of Thutmose III–Amenhotep II,ca. 1479–1400 B.C.,-1479,-1479,Tempera on paper,facsimile: h. 30 cm (11 13/16 in); w. 41 cm (16 1/8 in); scale 1:1; framed: h. 33 cm (13 in); w. 44.5 cm (17 1/2 in),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Working', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300412186', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q6958747'}, {'term': 'Chairs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300037772', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q15026'}, {'term': 'Tools', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300024841', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q39546'}, {'term': 'Rekhmire-Exhibition', 'AAT_URL': None, 'Wikidata_URL': None}]"
552606,"Stela of Amenemopet, a Priest of Senwosret I",New Kingdom,Dynasty 18,Thutmose II–Thutmose IV,ca. 1479–1391 B.C.,-1479,-1391,Limestone,H. 31.8 × W. 22.2 × Th. 4.7 cm (12 1/2 × 8 3/4 × 1 7/8 in.),,Egypt,Upper Egypt,,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Hieroglyphs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028721', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q193762'}]"
544079,Handle of a Cosmetic Spoon in the Form of a Leopard,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Travertine (Egyptian alabaster),l. 12.9 cm (5 1/16 in); w. 3.8 cm (1 1/2 in); th. 1.7 cm (11/16 in),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Leopards', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300310390', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q34706'}, {'term': 'Cosmetic Tools', 'AAT_URL': None, 'Wikidata_URL': None}]"
544769,Necklace in Gold Filagree of Queen Tausret,"New Kingdom, Ramesside",Dynasty 19,,ca. 1200–1186 B.C.,-1200,-1200,Gold,l. 58 cm (24 in); h. of cornflowers 2.6 cm (7/8 in); w. of umbel .55 cm; diam. of ball bead 0.6-0.8 cm,,Egypt,"Upper Egypt, Thebes",,
546201,Shroud of Hori,"New Kingdom, Ramesside",Dynasty 19–20,,ca. 1295–1070 B.C.,-1295,-1070,"Linen, gesso, paint",H. 42.1 × W. 44.7 × D. 3 cm (16 9/16 × 17 5/8 × 1 3/16 in.),,Egypt,,,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Hieroglyphs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028721', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q193762'}]"
551250,Vase,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Glass,"H. 9.9 cm (3 7/8 in), Diam. 6 cm (2 3/8 in)",,Egypt,"Upper Egypt, Thebes",,
551605,Reconstruction of  Geometric Decoration,New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,"Faience, modern plaster, gold paint",H. 98.7 cm (38 7/8 in.); W. 73.7 cm (29 in.); D. 3.2 cm (1 1/4 in.),,Egypt,"Upper Egypt, Thebes",,
591624,Cast of Hatshepsut's Punt Reliefs: Reception in Punt,Original: New Kingdom,Dynasty 18,joint reign of Hatshepsut and Thutmose III,ca. 1479–1458 B.C.,-1473,-1458,"Plaster, paint",H. 42.5 cm (16 3/4 in.); W. 22.5 cm (8 7/8 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Fish', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266085', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q152'}]"
591625,Cast of Hatshepsut's Punt Reliefs: Reception in Punt,Original: New Kingdom,Dynasty 18,joint reign of Hatshepsut and Thutmose III,ca. 1479–1458 B.C.,-1473,-1458,Plaster,H. 43.4 cm (17 1/16 in.); W. 25.5 cm (10 1/16 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Fish', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266085', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q152'}]"
591629,Cast of Hatshepsut's Punt Reliefs: Reception in Punt,Original: New Kingdom,Dynasty 18,joint reign of Hatshepsut and Thutmose III,ca. 1479–1458 B.C.,-1473,-1458,Plaster,H. 33.8 cm (13 5/16 in.); W. 30 cm (11 13/16 in.),,Egypt,"Upper Egypt, Thebes",,
558420,Cast of Hatshepsut's Punt Reliefs: Presentation of Tribute; Departure and Return of the Fleet,Original: New Kingom,,,ca. 1479–1458 B.C.,-1473,-1458,Plaster,,,Egypt,"Upper Egypt, Thebes",,
591632,Cast of Hatshepsut's Punt Reliefs: Reception in Punt,Original: New Kingdom,Dynasty 18,joint reign of Hatshepsut and Thutmose III,ca. 1479–1458 B.C.,-1473,-1458,Plaster,H. 30.8 cm (12 1/8 in.); W. 31.9 cm (12 9/16 in.),,Egypt,"Upper Egypt, Thebes",,
591630,Cast of Hatshepsut's Punt Reliefs: Reception in Punt,Original: New Kingdom,Dynasty 18,joint reign of Hatshepsut and Thutmose III,ca. 1479–1458 B.C.,-1473,-1458,Plaster,H. 31.8 cm (12 1/2 in.); W. 35.6 cm (14 in.),,Egypt,"Upper Egypt, Thebes",,
591631,Cast of Hatshepsut's Punt Reliefs: Reception in Punt,Original: New Kingdom,Dynasty 18,joint reign of Hatshepsut and Thutmose III,ca. 1479–1458 B.C.,-1473,-1458,Plaster,H. 31.8 cm (12 1/2 in.); W. 30.2 cm (11 7/8 in.),,Egypt,"Upper Egypt, Thebes",,
591654,Cast of Hatshepsut's Punt Reliefs: Reception in Punt,Original: New Kingdom,Dynasty 18,joint reign of Hatshepsut and Thutmose III,ca. 1479–1458 B.C.,-1473,-1458,Plaster,H. 38.1 cm (15 in.); W. 46.5 cm (18 5/16 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Palms', 'AAT_URL': None, 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q14080'}, {'term': 'Ladders', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300022376', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q168639'}]"
591643,Cast of Hatshepsut's Punt Reliefs: Reception in Punt,Original: New Kingdom,Dynasty 18,joint reign of Hatshepsut and Thutmose III,ca. 1479–1458 B.C.,-1473,-1458,Plaster,H. 39.3 cm (15 1/2 in.); W. 28.5 cm (11 1/4 in.),,Egypt,"Upper Egypt, Thebes",,
591645,Cast of Hatshepsut's Punt Reliefs: Reception in Punt,Original: New Kingdom,Dynasty 18,joint reign of Hatshepsut and Thutmose III,ca. 1479–1458 B.C.,-1473,-1458,Plaster,H. 41.7 cm (16 7/16 in.); W. 31.3 cm (12 5/16 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Birds', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266506', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5113'}]"
591653,Cast of Hatshepsut's Punt Reliefs: Reception in Punt,Original: New Kingdom,Dynasty 18,joint reign of Hatshepsut and Thutmose III,ca. 1479–1458 B.C.,-1473,-1458,Plaster,H. 42 cm (16 9/16 in.); W. 32.3 cm (12 11/16 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Animals', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300249525', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q729'}]"
591652,Cast of Hatshepsut's Punt Reliefs: Reception in Punt,Original: New Kingdom,Dynasty 18,joint reign of Hatshepsut and Thutmose III,ca. 1479–1458 B.C.,-1473,-1458,Plaster,H. 40.6 cm (16 in.); W. 23.1 cm (9 1/8 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Cows', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250120', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q830'}]"
591642,Cast of Hatshepsut's Punt Reliefs: Reception in Punt,Original: New Kingdom,Dynasty 18,joint reign of Hatshepsut and Thutmose III,ca. 1479–1458 B.C.,-1473,-1458,Plaster,H. 38.8 cm (15 1/4 in.); W. 22.9 cm (9 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}, {'term': 'Ladders', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300022376', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q168639'}]"
591644,Cast of Hatshepsut's Punt Reliefs: Reception in Punt,Original: New Kingdom,Dynasty 18,joint reign of Hatshepsut and Thutmose III,ca. 1479–1458 B.C.,-1473,-1458,Plaster,H. 40.6 cm (16 in.); W. 27.4 cm (10 13/16 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]"
591641,Cast of Hatshepsut's Punt Reliefs: Reception in Punt,Original: New Kingdom,Dynasty 18,joint reign of Hatshepsut and Thutmose III,ca. 1479–1458 B.C.,-1473,-1458,Plaster,H. 39.6 cm (15 6/16 in.); W. 28.5 cm (11 1/4 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Animals', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300249525', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q729'}, {'term': 'Trees', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132410', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q10884'}]"
557636,"Three Jars, Tomb of Mentuiwy",New Kingdom,Dynasty 18,reign of Thutmose III–Amenhotep II,ca. 1479–1400 B.C.,-1479,-1400,Tempera on paper,"H. 19 cm (7 1/2 in); w. 18 cm (7 1/16 in), scale 1:1",,Egypt,"Upper Egypt, Thebes",,
557675,"Men Bringing Offerings, Tomb of Qenamun",New Kingdom,Dynasty 18,reign of Thutmose III–Amenhotep II ?,ca. 1479–1400 B.C.,-1479,-1400,Tempera on paper,"H. 45 cm (17 11/16 in); w. 35.5 cm (14 in)
scale 1:1",,Egypt,"Upper Egypt, Thebes",,
557711,"Horse Cloth and Chariot Fittings, Tomb of Qenamun",New Kingdom,Dynasty 18,reign of Amenhotep II,ca. 1427–1400 B.C.,-1427,-1400,Tempera on paper,"H. 30 cm (11 13/16 in); w. 40.5 cm (15 15/16 in)
scale 1:1",,Egypt,"Upper Egypt, Thebes",,
557712,New Year Gift: Mirror,Twentieth Century; original New Kingdom,Dynasty 18,reign of Amenhotep II,A.D. 1913; original ca. 1427–1400 B.C.,-1427,-1400,Tempera on paper,"H. 26.5 cm (10 7/16 in); w. 15.5 cm (6 1/8 in), scale 1:1, framed with 30.4.177 and .180",,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Drink-and-Be-Merry', 'AAT_URL': None, 'Wikidata_URL': None}]"
557674,"Qenamun and His Wife, Tomb of Qenamun",New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Tempera on paper,Facsimile: H. 36 × W. 54 cm (14 3/16 × 21 1/4 in.); scale 1:1; Framed: H. 39.2 × W. 57.8 cm (15 7/16 × 22 3/4 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Love-Poetry', 'AAT_URL': None, 'Wikidata_URL': None}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}]"
557698,Man Bringing New Year's Gifts,Twentieth Century; original New Kingdom,Dynasty 18,reign of Amenhotep II,A.D. 1914–1916; original ca. 1427–1400 B.C.,-1427,-1400,Tempera on paper,"facsimile: h. 53 cm ( 20 7/8 in); w. 39 cm ( 15 3/8 in), scale 2:9; framed: h. 56.5 cm (22 1/4 in); w. 42.5 cm (16 3/4 in)",,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Drink-and-Be-Merry', 'AAT_URL': None, 'Wikidata_URL': None}]"
557707,New Year Gift: Shield,Twentieth Century; original New Kingdom,Dynasty 18,reign of Amenhotep II,A.D. 1913; original ca. 1427–1400 B.C.,-1427,-1400,Tempera on paper,framed: h. 20.5 cm (8 1/16 in); w. 15.5 cm (6 1/8 in); scale 1:1; framed with 30.4.175: h. 28.3 xm (11 1/8 in); w. 36.8 cm (14 1/2 in),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Drink-and-Be-Merry', 'AAT_URL': None, 'Wikidata_URL': None}]"
557713,New Year Gift: Incense Spoon,Twentieth Century; original New Kingdom,Dynasty 18,reign of Amenhotep II,A.D. 1913; original ca. 1427–1400 B.C.,-1427,-1400,Tempera on paper,"H. 7.5 cm (2 15/16 in); w. 24.5 cm (9 5/8 in), scale 1:1; framed with 30.4.177 and .179",,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Drink-and-Be-Merry', 'AAT_URL': None, 'Wikidata_URL': None}]"
557704,"Chariot and Weapons, Tomb of Qenamun",New Kingdom,Dynasty 18,reign of Amenhotep II,ca. 1427–1400 B.C.,-1427,-1400,Tempera on paper,"facsimile: h. 40 cm (15 3/4 in); w. 51.5 cm (20 1/4 in)
scale 1:1
framed: h. 43.2 cm (17 in); w. 54.3 cm (21 3/8 in)",,Egypt,"Upper Egypt, Thebes",,
557708,New Year Gift: Horse Trappings,Twentieth Century; original New Kingdom,Dynasty 18,reign of Amenhotep II,A.D. 1913; original ca. 1427–1400 B.C.,-1427,-1400,Tempera on paper,facsimile: h. 22 cm (8 11/16 in); w. 12.5 cm (4 15/16 in); scale 1:1; for framed measurements see 30.4.174,,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Drink-and-Be-Merry', 'AAT_URL': None, 'Wikidata_URL': None}]"
557710,New Year Gift: Cosmetic Box,Twentieth Century; original New Kingdom,Dynasty 18,reign of Amenhotep II,A.D. 1913; original ca. 1427–1400 B.C.,-1427,-1400,Tempera on paper,"H. 11 cm (4 5/16 in.); W. 21.5 cm (8 7/16 in.), scale 1:1; Framed with 30.4.179 and .180: H. 33 cm (13 in.); W. 47.9 cm (18 7/8 in.)",,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Birds', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266506', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5113'}, {'term': 'Cosmetic Containers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300197583', 'Wikidata_URL': None}, {'term': 'Drink-and-Be-Merry', 'AAT_URL': None, 'Wikidata_URL': None}]"
557720,"The Goddess Renenutet, Tomb of Qenamun",New Kingdom,Dynasty 18,reign of Amenhotep II,ca. 1427–1400 B.C.,-1427,-1400,Tempera on paper,"H. 76.5 cm (30 1/8 in); w. 31.5 cm (12 3/8 in)
scale 1:1",,Egypt,"Upper Egypt, Thebes",,
557718,Papyrus Marsh,Twentieth Century; original New Kingdom,Dynasty 18,reign of Amenhotep II,A.D. 1914–1916; original ca. 1427–1400 B.C.,-1427,-1400,Tempera on paper,"facsimile: h. 79 cm (31 1/8 in); w. 68 cm (26 3/4 in)
scale 1:1
framed: h. 81.6 cm (32 1/8 in); w. 71.4 cm (28 1/8 in)",,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Birds', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266506', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5113'}, {'term': 'Ducks', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250047', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q3736439'}, {'term': 'Plants', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300132360', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q756'}]"
557701,New Year Gifts: Items of Warfare,Twentieth Century; original New Kingdom,Dynasty 18,reign of Amenhotep II,A.D. 1913; original ca. 1427–1400 B.C.,-1427,-1400,Tempera on paper,"facsimile: h. 52 cm (20 1/2 in); w. 41.5 cm (16 5/16 in), scale 1:1; framed: h. 48.3 cm (19 in); w. 41 cm (16 1/8 in)",,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Drink-and-Be-Merry', 'AAT_URL': None, 'Wikidata_URL': None}, {'term': 'Weapons', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300036926', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q728'}]"
557717,Desert Hunting Scene,Twentieth Century; original New Kingdom,Dynasty 18,reign of Amenhotep II,A.D. 1914–1916; original ca. 1427–1400 B.C.,-1427,-1400,Tempera on paper,"H. 126.5 cm (49 13/16 in); w. 79 cm (31 1/8 in)
scale 1:1
framed: h. 131.8 cm (51 7/8 in); w. 81.3 cm (32 in)",,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Birds', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300266506', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q5113'}, {'term': 'Animals', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300249525', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q729'}, {'term': 'Hunting', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300239666', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q36963'}, {'term': 'Deserts', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300008916', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8514'}]"
557765,"Journey to Abydos, Tomb of Pairy",New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Tempera on paper,"facsimile: h. 28 cm (11 in); w. 71.5 cm (28 1/8 in), scale 1:1, framed: h. 30.8 cm (12 1/8 in); 74.9 cm (29 1/2 in)",,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Hieroglyphs', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028721', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q193762'}, {'term': 'Rivers', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300008707', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q4022'}, {'term': 'Boats', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300178749', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q35872'}]"
557752,"Syrian Kneeling to the Left, Palace of Amenhotep III at Malqata",New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1353 B.C.,-1390,-1353,Tempera on paper,"Facsimile: H. 49.7 × W. 93.4 cm (19 9/16 × 36 3/4 in.), scale: unknown;
Frame: H. 24 1/4 × W. 39 7/16 × Th. 13/16 in. (61.6 × 100.2 × 2.1 cm)",,Egypt,"Upper Egypt, Thebes",,
557750,"Clump of Papyrus, Palace of Amenhotep III",New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Tempera on paper,"Facsimile: H. 63.5 × W. 35.5 cm (25 × 14 in.), scale: 1:1;
 Frame: H.  27 5/16 × H. 16 1/2 × Th. 11/16 in. (69.4 × 41.9 × 1.7 cm)",,Egypt,"Upper Egypt, Thebes",,
557751,"Bull in a Papyrus Swamp, Palace of Amenhotep III",New Kingdom,Dynasty 18,reign of Amenhotep III,ca. 1390–1352 B.C.,-1390,-1352,Tempera on paper,"Facsimile (Scale 1:1): H. 63.5 × W. 96.5 cm (25 × 38 in.), scale: 1:1;
 Frame: H. 26 1/4 × W. 39 1/4 × Th. 7/8 in. (66.7 × 99.7 × 2.2 cm)",,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Bulls', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300250117', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q693690'}]"
557802,"Userhat Kneeling Before Osiris and the Goddess of the West, Tomb of Userhat","Twentieth Century; original New Kingdom, Ramesside",Dynasty 19,reign of Seti I,A.D. 1909–1910; original ca. 1294–1279 B.C.,-1294,-1279,Tempera on paper,"Facsimile H. 67 cm (26 3/8 in.); W. 91 cm (35 13/16 in.), scale 1:1, Framed H. 71 cm (28 1/2 in.); W. 96 cm (37 3/4 in.)",,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Goddess', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300343852', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q205985'}]"
557801,"Funerary Equipment, Tomb of Userhat","Twentieth Century; original New Kingdom, Ramesside",Dynasty 19,reign of Seti I,1911; original ca. 1294–1279 B.C.,-1294,-1279,Tempera on paper,"Facsimile H. 64 cm (25 3/16 in); w. 75 cm (29 1/2 in)
scale 1:1
Framed H. 64.1 cm (25 1/4 in); w. 76.2 cm (30 in)",,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}]"
557814,Statue of Deified Amenhotep I,Twentieth Century; original New Kingdom,Dynasty 19,reign of Ramesses II,A.D. 1922; original ca. 1279–1213 B.C.,-1279,-1213,Tempera on paper,Facsimile H. 65.5 cm (25 13/16 in.); w. 41.5 cm (16 5/16 in.); scale 1:1; Framed H. 69.2 cm (27 1/4 in.); w. 45.4 cm (17 7/8 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Drink-and-Be-Merry', 'AAT_URL': None, 'Wikidata_URL': None}]"
557815,Procession from the Temple of Amun,Twentieth Century; original New Kingdom,Dynasty 19,reign of Ramesses II,A.D. 1923–1924; original ca. 1279–1213 B.C.,-1279,-1213,Tempera on paper,Facsimile: H. 67.5 × W. 192 cm (26 9/16 × 75 9/16 in.); scale 1:1; Framed: H. 70.8 × W. 196.2 cm (27 7/8 × 77 1/4 in.),,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Drink-and-Be-Merry', 'AAT_URL': None, 'Wikidata_URL': None}]"
557782,Two Princesses,"New Kingdom, Amarna Period",Dynasty 18,reign of Akhenaten,ca. 1353–1336 B.C.,-1353,-1336,Tempera on Paper,"H. 11 13/16 in. (30 cm); W. 14 15/16 in. (38 cm), scale 1:1",,Egypt,Middle Egypt,,"[{'term': 'Princesses', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300155241', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q863048'}, {'term': 'Women', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025943', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q467'}]"
557961,"Man Confronting a Hyena, Tomb of Amenemhab",Twentieth Century; original New Kingdom,Dynasty 18,reign of Thutmose III–Amenhotep II,A.D. 1920; original ca. 1479–1400 B.C.,-1479,-1400,Tempera on paper,"facsimile: h. 28 cm (11 in); w. 93 cm (36.5/8 in)
scale 1:1
framed: h. 31.1 cm (12 1/4 in); w. 96.2 cm (37 7/8 in)",,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Animals', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300249525', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q729'}, {'term': 'Men', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300025928', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q8441'}]"
557830,"Anubis Weighing the Heart, Tomb of Nakhtamun","New Kingdom, Ramesside",Dynasty 19,reign of Ramesses II,ca. 1279–1213 B.C.,-1279,-1213,Tempera on paper,"Facsimile: H. 65.5 cm (25 13/16 in.); W. 68 cm (26 3/4 in.)
1:1
Framed: H. 69 cm (27 3/16 in.); W. 71.1 cm (28 in.)",,Egypt,"Upper Egypt, Thebes",,"[{'term': 'Anubis', 'AAT_URL': 'http://vocab.getty.edu/page/ia/901000707', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q47534'}, {'term': 'Scales', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300196293', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q134566'}]"
